customer_id,purchase_frequency,avg_order_value,price_sensitivity,category_pref,days_since_last_purchase,last_touch_channel,converted
01830,12,1759.5,7.8,both,0,search,0
01831,5,2889.0,6.3,both,4,influencer,1
01832,9,5547.0,4.1,both,3,influencer,0
01833,2,835.5,2.7,beauty,38,social,1
01835,6,3550.5,0.7,beauty,176,search,0
01837,3,3741.0,0.4,both,59,influencer,0
01838,12,2506.5,9.2,beauty,20,search,1
01839,5,2601.0,2.1,fashion,209,social,1
01840,5,5190.0,6.1,fashion,237,social,1
01841,10,2473.5,1.8,beauty,3,social,0
01844,0,5761.5,6.1,beauty,64,search,1
01845,13,550.5,7.8,fashion,33,social,1
01846,7,1602.0,0.3,fashion,269,crm,0
01848,13,1678.5,4.6,fashion,45,influencer,1
01850,1,3073.5,7.4,beauty,187,social,1
01851,3,2320.5,2.7,fashion,12,social,1
01852,12,1948.5,4.0,beauty,57,social,1
01855,5,2416.5,3.9,fashion,6,social,0
01856,10,3240.0,4.3,beauty,41,social,0
01857,0,1186.5,6.2,beauty,28,influencer,1
01859,4,1729.5,3.9,both,5,social,1
01860,4,3532.5,1.1,beauty,0,social,0
01861,3,846.0,8.6,fashion,56,crm,0
01862,3,2455.5,4.3,beauty,40,social,1
01863,12,5010.0,8.8,beauty,37,crm,1
01864,14,2383.5,1.9,beauty,35,social,1
01865,12,790.5,5.9,both,280,search,1
01867,8,2490.0,8.9,fashion,17,crm,0
01868,8,1167.0,7.7,beauty,9,influencer,1
01869,12,3441.0,2.7,beauty,27,search,1
01870,3,954.0,1.3,fashion,130,social,0
01871,9,1965.0,1.6,fashion,153,social,0
01872,9,3097.5,7.5,both,63,search,0
01873,3,2475.0,2.7,fashion,6,influencer,1
01874,11,2028.0,4.5,beauty,70,influencer,0
01875,6,3033.0,4.8,fashion,143,social,1
01876,3,1129.5,7.7,both,38,search,1
01879,14,1611.0,6.0,beauty,88,crm,1
01880,12,651.0,5.9,beauty,46,social,1
01881,8,885.0,3.8,both,211,search,1
01882,1,2157.0,3.7,both,2,search,1
01883,4,1261.5,0.5,beauty,9,social,0
01886,5,5245.5,7.6,fashion,123,search,0
01887,14,2760.0,6.6,fashion,261,social,1
01888,6,990.0,8.2,both,239,social,0
01889,1,1917.0,5.9,fashion,155,social,0
01891,13,2370.0,4.4,beauty,187,search,0
01892,3,4726.5,6.1,beauty,88,crm,1
01894,12,2952.0,4.4,fashion,44,social,1
01895,1,1414.5,3.7,beauty,12,search,0
01896,9,643.5,5.9,fashion,175,social,0
01897,3,1122.0,1.4,beauty,81,social,1
01899,7,4971.0,5.9,fashion,162,social,0
01900,10,933.0,7.3,both,260,social,1
01901,13,5059.5,5.9,fashion,68,influencer,1
01902,0,2853.0,5.0,beauty,55,social,0
01904,7,3345.0,5.5,both,72,influencer,0
01905,13,1990.5,7.4,beauty,34,social,0
01906,10,1686.0,4.6,both,57,influencer,0
01909,13,1690.5,9.1,beauty,133,influencer,0
01910,14,5188.5,7.9,fashion,43,social,1
01911,9,3754.5,8.5,fashion,74,influencer,1
01912,0,1746.0,3.9,fashion,45,social,1
01913,7,865.5,4.6,fashion,9,search,0
01914,11,4228.5,6.3,beauty,45,social,1
01915,4,2421.0,4.5,fashion,120,influencer,0
01916,8,835.5,6.6,beauty,71,influencer,0
01918,8,5785.5,6.1,fashion,13,social,1
01919,5,540.0,9.0,fashion,35,social,0
01922,6,1903.5,8.4,beauty,23,search,0
01923,2,3072.0,8.0,beauty,23,search,0
01924,6,5664.0,7.3,beauty,1,social,0
01925,7,1651.5,0.8,fashion,53,influencer,1
01926,4,1033.5,4.0,beauty,48,social,0
01930,2,3327.0,6.4,fashion,39,search,1
01932,7,5031.0,6.4,beauty,294,search,1
01935,13,1813.5,6.4,beauty,77,influencer,1
01936,5,2670.0,6.3,fashion,274,crm,0
01938,3,3975.0,7.3,beauty,190,influencer,0
01939,14,2706.0,1.2,beauty,6,social,0
01941,10,1963.5,4.6,fashion,39,social,1
01942,9,4938.0,2.1,fashion,7,influencer,1
01943,4,2409.0,3.0,beauty,34,social,0
01944,2,3373.5,4.8,beauty,11,search,1
01945,9,918.0,6.1,beauty,3,social,1
01946,4,2044.5,7.7,beauty,126,social,1
01947,4,3612.0,4.0,beauty,31,social,0
01949,4,3628.5,5.5,fashion,77,social,0
01950,2,1917.0,6.7,fashion,28,search,0
01951,14,936.0,2.4,both,86,social,1
01953,4,819.0,6.2,beauty,58,social,0
01954,8,2397.0,3.3,beauty,101,social,0
01955,13,1131.0,4.5,fashion,80,search,0
01956,1,883.5,8.9,beauty,197,social,0
01957,8,3330.0,4.8,fashion,43,search,1
01958,2,3381.0,1.1,both,60,social,1
01959,12,2619.0,5.2,beauty,42,influencer,1
01961,6,5227.5,7.3,beauty,232,social,1
01962,11,2424.0,3.0,fashion,88,search,1
01964,0,3498.0,0.9,both,123,social,1
01965,0,2359.5,8.8,beauty,44,influencer,0
01966,7,3630.0,1.8,fashion,20,search,0
01968,2,1393.5,2.3,both,135,search,0
01970,14,721.5,5.1,fashion,43,social,0
01971,13,2130.0,2.6,fashion,13,crm,1
01972,2,1765.5,6.3,fashion,14,search,0
01973,5,2662.5,1.4,beauty,3,social,0
01974,6,883.5,5.9,fashion,58,influencer,1
01975,4,5067.0,4.5,beauty,43,search,0
01976,2,4669.5,6.6,both,69,social,1
01978,12,2130.0,4.6,both,202,influencer,1
01979,4,5014.5,6.4,beauty,10,social,0
01980,0,3357.0,8.2,fashion,0,search,1
01981,11,3697.5,1.5,beauty,15,social,1
01982,14,3811.5,4.0,beauty,13,search,0
01983,8,3156.0,1.3,fashion,6,crm,1
01984,2,2023.5,0.1,beauty,146,social,1
01985,1,2064.0,4.1,fashion,65,social,1
01986,2,2017.5,5.0,fashion,100,influencer,0
01987,6,766.5,4.7,fashion,57,search,1
01989,10,3406.5,8.2,fashion,298,influencer,1
01991,9,2901.0,3.8,fashion,66,influencer,0
01993,1,2131.5,4.6,fashion,48,social,1
01994,13,1561.5,8.5,fashion,284,crm,1
01995,12,2262.0,3.7,beauty,82,social,0
01997,10,2340.0,1.7,both,14,search,0
01998,4,4860.0,6.5,fashion,15,social,0
01999,8,2520.0,3.3,beauty,17,search,0
02000,6,538.5,4.0,beauty,54,social,0
02003,5,823.5,2.5,fashion,70,influencer,0
02004,8,730.5,7.8,fashion,3,influencer,0
02005,0,1399.5,4.4,both,27,search,0
02007,12,3798.0,2.2,fashion,38,social,1
02008,4,2221.5,2.7,beauty,15,search,1
02009,3,4498.5,8.6,fashion,5,influencer,0
02011,9,2247.0,8.8,beauty,38,search,0
02012,3,2664.0,9.0,fashion,5,social,1
02013,3,4437.0,7.1,beauty,61,social,1
02014,10,1750.5,2.9,fashion,131,search,1
02015,11,3108.0,7.7,fashion,211,social,0
02016,9,1024.5,2.7,both,75,social,1
02017,12,3630.0,0.3,beauty,29,social,1
02018,3,2317.5,7.3,beauty,0,social,0
02019,2,549.0,7.9,both,21,influencer,0
02021,0,1207.5,2.6,fashion,153,influencer,0
02022,1,3378.0,8.6,beauty,10,search,1
02023,0,2172.0,3.4,both,61,social,0
02024,13,1243.5,6.1,both,87,social,0
02025,3,1993.5,4.4,fashion,73,influencer,0
02026,4,4012.5,0.3,both,16,influencer,1
02027,10,1390.5,5.5,beauty,75,social,0
02028,14,1236.0,2.3,both,84,social,0
02030,4,2442.0,0.8,beauty,39,search,0
02032,10,4335.0,5.0,fashion,88,social,1
02035,9,2199.0,1.2,beauty,15,search,0
02036,5,3582.0,7.8,both,21,search,0
02037,5,3444.0,7.3,both,23,social,1
02038,11,4807.5,6.4,beauty,41,social,0
02039,1,2689.5,0.9,fashion,228,social,0
02040,1,634.5,0.6,beauty,294,search,0
02041,8,688.5,0.4,beauty,132,influencer,0
02042,11,1272.0,6.5,fashion,19,crm,0
02046,14,579.0,5.0,beauty,49,search,0
02047,8,1918.5,5.2,both,2,influencer,1
02048,13,1494.0,8.0,both,13,social,0
02049,5,5686.5,2.5,beauty,30,influencer,0
02050,10,2490.0,4.1,fashion,36,search,1
02051,14,4350.0,0.6,both,26,social,1
02052,14,4450.5,1.3,both,38,social,0
02055,11,1734.0,8.8,fashion,72,search,1
02056,9,1500.0,6.7,beauty,32,search,0
02057,4,2847.0,3.2,beauty,17,social,0
02058,14,745.5,9.3,both,66,social,1
02060,10,2590.5,6.1,beauty,30,influencer,1
02061,14,3985.5,5.2,fashion,106,crm,0
02062,3,4341.0,6.6,both,16,influencer,0
02063,14,1479.0,0.3,fashion,36,social,0
02064,9,5571.0,4.1,beauty,79,social,1
02065,9,1669.5,0.0,fashion,36,search,1
02066,2,868.5,7.7,both,0,social,1
02068,13,2868.0,3.4,beauty,83,search,1
02070,0,2901.0,5.9,beauty,216,search,1
02071,5,2833.5,1.1,both,18,social,0
02072,12,1455.0,3.4,fashion,70,search,1
02073,10,4189.5,4.6,fashion,42,social,1
02074,10,2077.5,6.0,both,237,social,0
02076,1,3048.0,1.6,fashion,67,influencer,1
02077,1,3093.0,4.3,both,274,social,0
02078,10,1560.0,9.1,both,127,influencer,1
02079,7,1227.0,4.6,fashion,40,search,0
02080,2,826.5,1.5,fashion,33,social,0
02081,8,1777.5,4.0,fashion,230,crm,0
02082,3,2007.0,2.2,fashion,9,crm,1
02084,5,2292.0,5.3,fashion,4,social,0
02085,0,4326.0,7.9,fashion,0,social,0
02086,10,2730.0,0.2,both,82,search,0
02087,14,4171.5,3.2,fashion,61,social,1
02088,9,4258.5,8.1,fashion,275,social,0
02089,9,1872.0,4.9,fashion,231,social,0
02090,2,3258.0,3.3,beauty,5,social,0
02091,3,3513.0,8.4,beauty,163,social,0
02092,4,3900.0,0.4,fashion,163,social,0
02093,12,4458.0,1.8,fashion,32,search,1
02097,4,1854.0,0.0,beauty,121,social,0
02098,3,5004.0,9.8,fashion,90,influencer,1
02099,9,4950.0,8.5,fashion,48,search,1
02100,9,2458.5,4.4,fashion,2,crm,0
02102,7,3730.5,4.8,fashion,196,social,1
02103,11,1294.5,1.8,fashion,264,social,0
02104,7,595.5,5.5,fashion,7,crm,1
02105,2,634.5,4.2,fashion,61,search,0
02106,12,3148.5,5.6,beauty,33,search,1
02108,9,1333.5,8.5,beauty,68,crm,1
02109,14,2349.0,6.7,beauty,6,social,0
02110,7,2977.5,5.0,beauty,18,social,1
02111,6,3946.5,3.8,fashion,85,search,0
02112,13,2685.0,8.9,beauty,267,crm,1
02113,8,4272.0,7.1,both,63,influencer,0
02116,6,1170.0,2.2,fashion,82,social,1
02117,1,4278.0,1.9,fashion,68,social,1
02118,3,3009.0,8.6,both,197,crm,0
02119,11,5868.0,4.1,fashion,138,search,0
02120,13,2982.0,7.3,fashion,45,search,0
02121,11,3612.0,3.1,fashion,35,search,1
02123,8,2248.5,9.0,both,62,search,1
02125,4,765.0,6.2,beauty,9,social,1
02126,0,2709.0,3.5,beauty,2,social,1
02128,8,3570.0,2.0,both,32,search,0
02129,11,5607.0,7.8,beauty,85,influencer,1
02131,1,2244.0,8.6,both,0,influencer,1
02132,10,5863.5,4.9,fashion,167,social,1
02133,9,604.5,2.6,beauty,32,search,0
02134,9,1186.5,7.1,both,214,social,1
02137,0,3318.0,4.5,both,52,search,1
02138,11,2487.0,8.6,beauty,5,influencer,0
02139,3,3009.0,8.0,fashion,1,crm,1
02141,10,3324.0,3.9,fashion,0,influencer,0
02142,12,3252.0,1.6,beauty,0,search,1
02143,1,4263.0,7.9,both,19,social,1
02144,9,2233.5,7.0,beauty,4,social,0
02145,10,2208.0,3.7,beauty,73,search,1
02146,8,2278.5,3.3,both,34,search,1
02149,8,1212.0,6.7,both,4,social,0
02150,0,2959.5,6.4,beauty,8,influencer,1
02151,13,2617.5,7.4,fashion,32,social,0
02152,6,1947.0,4.8,beauty,11,social,0
02154,5,3129.0,3.4,beauty,38,influencer,0
02155,5,3097.5,3.6,beauty,101,search,0
02156,1,1545.0,9.0,both,169,influencer,0
02157,14,2865.0,4.9,beauty,71,influencer,1
02158,0,3633.0,3.7,beauty,3,social,1
02159,9,2403.0,5.2,both,4,social,1
02160,7,4876.5,0.7,fashion,136,social,1
02162,1,4329.0,5.6,beauty,92,social,1
02163,3,2595.0,5.2,beauty,3,social,0
02164,12,1107.0,4.7,fashion,255,search,1
02165,12,4284.0,4.5,fashion,264,social,0
02166,3,1944.0,4.1,fashion,19,social,1
02167,14,3844.5,7.7,beauty,4,social,1
02169,10,3540.0,2.5,beauty,5,crm,1
02170,8,1698.0,8.1,both,80,social,1
02171,11,2322.0,4.4,beauty,46,social,1
02173,3,2754.0,7.6,beauty,17,influencer,0
02174,3,4867.5,4.0,beauty,37,social,1
02175,14,2359.5,0.0,beauty,62,social,0
02176,14,1036.5,2.5,beauty,2,crm,0
02178,4,2274.0,9.7,both,47,search,0
02180,11,2140.5,5.9,fashion,82,search,0
02181,11,1906.5,1.9,fashion,26,influencer,1
02182,7,6402.0,4.2,beauty,65,social,1
02183,3,1662.0,4.6,fashion,22,search,0
02184,2,453.0,4.8,fashion,59,influencer,0
02185,10,3583.5,7.3,both,7,social,1
02186,0,2253.0,3.5,fashion,278,social,1
02188,3,4711.5,1.3,fashion,97,crm,0
02189,8,3067.5,0.3,fashion,20,influencer,0
02191,13,1516.5,1.9,fashion,42,social,1
02193,5,1348.5,1.6,both,44,social,0
02194,5,1107.0,7.5,fashion,21,influencer,0
02195,9,771.0,4.1,both,67,search,1
02196,2,2898.0,1.1,both,0,social,1
02197,9,2158.5,2.6,both,36,influencer,1
02198,8,2377.5,5.2,beauty,18,social,0
02200,9,3394.5,1.1,beauty,51,crm,0
02202,0,1437.0,7.6,beauty,11,crm,1
02203,1,2278.5,4.0,both,52,social,1
02204,14,1650.0,7.4,beauty,96,influencer,1
02205,14,4678.5,0.7,fashion,75,social,0
02206,3,615.0,7.3,fashion,60,social,0
02207,3,1600.5,5.3,beauty,4,influencer,1
02209,9,2968.5,5.0,beauty,41,search,1
02210,5,1593.0,6.7,beauty,216,social,1
02211,14,3403.5,4.7,beauty,48,social,0
02214,0,3708.0,0.7,fashion,71,influencer,1
02215,9,2025.0,5.8,fashion,25,social,0
02216,8,1252.5,8.5,beauty,44,search,0
02217,3,3748.5,6.7,fashion,175,social,1
02219,4,1200.0,7.8,beauty,38,search,1
02220,6,1756.5,2.6,beauty,199,search,0
02221,2,1357.5,8.5,fashion,108,social,0
02222,14,3357.0,4.4,beauty,0,influencer,1
02223,2,2568.0,4.7,fashion,36,social,0
02224,7,3441.0,6.9,beauty,0,social,1
02225,0,1386.0,2.3,beauty,4,search,1
02227,7,2928.0,2.6,beauty,291,influencer,0
02228,2,1860.0,6.0,beauty,34,social,1
02229,0,5809.5,8.6,beauty,299,search,0
02230,8,1555.5,7.6,beauty,74,social,0
02231,3,2169.0,4.9,beauty,19,influencer,0
02232,6,3670.5,5.0,beauty,234,social,1
02234,2,3975.0,7.9,both,99,influencer,1
02235,4,5364.0,2.3,fashion,139,influencer,1
02236,9,2119.5,4.3,beauty,76,social,1
02238,12,2905.5,0.1,fashion,54,search,1
02239,2,931.5,4.2,beauty,199,social,1
02240,4,2079.0,2.5,both,97,influencer,1
02241,10,2926.5,3.4,beauty,54,social,1
02242,1,2062.5,1.9,fashion,18,social,1
02246,2,3133.5,5.5,both,139,influencer,0
02247,14,2478.0,0.2,beauty,77,social,0
02248,4,4419.0,2.1,beauty,37,influencer,0
02249,8,3526.5,2.0,fashion,17,influencer,0
02250,2,2238.0,1.1,both,45,social,1
02251,9,1134.0,6.1,beauty,5,influencer,0
02253,3,2130.0,7.4,fashion,10,social,0
02254,3,1597.5,1.6,beauty,13,social,1
02257,14,3514.5,8.9,fashion,9,influencer,0
02258,14,828.0,0.6,fashion,34,social,0
02259,9,1129.5,2.9,fashion,185,search,0
02260,9,459.0,5.4,beauty,41,crm,1
02261,12,1075.5,7.1,fashion,33,search,0
02262,4,5230.5,2.8,beauty,181,search,1
02263,14,687.0,3.2,fashion,24,search,0
02264,10,2916.0,5.6,fashion,26,influencer,1
02265,6,1143.0,2.5,both,255,influencer,0
02266,10,2922.0,4.9,both,218,social,0
02271,12,3990.0,6.5,fashion,32,influencer,0
02273,8,2856.0,5.7,fashion,32,influencer,1
02276,2,2469.0,7.9,beauty,1,social,0
02278,11,1624.5,2.2,both,120,crm,1
02279,0,1822.5,3.9,fashion,0,search,1
02282,13,1594.5,2.1,fashion,5,crm,1
02283,13,3270.0,1.2,fashion,2,influencer,1
02284,4,1317.0,5.4,fashion,11,social,0
02285,8,4912.5,3.6,fashion,89,social,1
02286,7,5386.5,2.7,both,3,social,1
02287,0,5710.5,4.2,fashion,86,influencer,1
02288,13,1917.0,3.8,fashion,73,influencer,0
02290,11,4770.0,2.2,both,87,social,0
02291,2,3804.0,1.0,fashion,87,social,1
02292,13,3088.5,4.3,fashion,66,influencer,0
02293,13,5398.5,0.3,beauty,245,search,1
02294,2,2536.5,2.0,fashion,43,influencer,1
02295,10,1698.0,9.3,fashion,43,social,1
02296,5,604.5,5.2,fashion,35,social,1
02297,3,604.5,4.4,both,108,social,0
02298,3,507.0,1.3,both,37,search,0
02299,0,3445.5,3.0,fashion,44,crm,0
02301,9,1987.5,0.8,beauty,11,search,1
02302,12,2589.0,3.3,fashion,258,social,0
02304,10,2862.0,7.2,fashion,20,crm,1
02307,14,1305.0,6.4,fashion,82,social,0
02309,12,1114.5,1.2,both,47,search,1
02311,12,1788.0,4.1,beauty,204,crm,1
02312,9,3370.5,2.0,fashion,178,social,0
02314,13,2416.5,3.7,both,42,social,1
02315,2,1020.0,2.2,both,288,social,0
02316,4,1239.0,5.1,fashion,101,crm,0
02317,3,3829.5,5.3,beauty,70,search,0
02319,13,6112.5,2.5,fashion,57,search,1
02321,11,3382.5,6.7,fashion,4,social,1
02322,14,2491.5,4.1,fashion,77,influencer,1
02323,13,2164.5,8.5,fashion,56,social,1
02325,1,1471.5,3.9,fashion,56,social,1
02326,0,2935.5,6.6,fashion,203,social,1
02327,0,1713.0,2.7,fashion,39,social,0
02330,4,781.5,6.3,fashion,32,influencer,0
02331,13,1669.5,5.2,fashion,11,crm,1
02333,9,5073.0,8.9,beauty,37,influencer,0
02335,8,1146.0,4.3,beauty,100,influencer,0
02336,2,3681.0,1.3,both,32,social,0
02337,2,3538.5,4.5,fashion,296,social,0
02338,11,1149.0,9.0,fashion,14,influencer,1
02340,7,1176.0,6.6,fashion,27,search,0
02341,6,1750.5,9.3,both,83,influencer,0
02342,1,504.0,4.0,fashion,71,social,1
02344,6,3649.5,4.2,fashion,132,social,0
02345,0,3376.5,6.3,fashion,30,influencer,0
02346,0,3388.5,6.3,beauty,4,social,1
02348,5,1440.0,5.2,fashion,2,social,1
02349,1,3886.5,4.7,fashion,54,search,1
02350,9,699.0,6.2,both,171,search,0
02351,9,5988.0,1.4,fashion,105,social,1
02352,14,3604.5,3.2,beauty,57,social,0
02353,0,2626.5,0.0,fashion,70,search,0
02354,2,2148.0,7.7,fashion,158,social,1
02355,11,1483.5,5.8,beauty,58,social,1
02357,12,4816.5,8.8,beauty,10,social,1
02358,4,930.0,3.5,beauty,31,influencer,0
02359,10,5538.0,3.7,fashion,81,search,1
02360,9,1023.0,5.2,beauty,34,social,1
02361,2,621.0,0.4,both,81,social,0
02362,14,1987.5,8.5,beauty,11,social,1
02363,14,3814.5,7.6,fashion,227,social,0
02366,4,547.5,5.4,beauty,217,social,0
02367,11,2832.0,5.9,fashion,16,search,1
02369,10,1474.5,4.4,beauty,152,influencer,1
02371,4,732.0,1.0,fashion,259,social,1
02372,3,1633.5,7.2,beauty,46,influencer,0
02373,9,3184.5,3.8,fashion,54,influencer,0
02375,12,4008.0,1.5,beauty,189,search,1
02376,8,996.0,5.7,fashion,20,influencer,0
02377,7,1341.0,1.1,beauty,79,social,0
02379,8,952.5,1.9,beauty,40,social,1
02381,13,3790.5,4.8,fashion,40,social,1
02382,8,4533.0,6.6,beauty,66,influencer,1
02383,0,4470.0,7.5,beauty,267,search,1
02384,11,1275.0,2.7,fashion,213,social,1
02385,5,2200.5,1.2,fashion,78,social,0
02387,4,4990.5,3.6,both,1,social,1
02390,2,5115.0,2.5,beauty,8,search,1
02391,13,1095.0,0.9,fashion,0,search,1
02392,2,2652.0,2.1,fashion,67,social,1
02393,9,5062.5,3.2,fashion,32,social,0
02394,4,1006.5,8.1,fashion,174,social,0
02396,3,5704.5,5.1,both,8,social,0
02398,4,1471.5,4.4,fashion,32,social,0
02399,1,1354.5,5.8,both,125,social,0
02400,12,2751.0,1.4,fashion,24,search,1
02403,0,1959.0,1.0,both,265,social,1
02405,4,558.0,4.0,both,217,search,0
02406,8,2247.0,1.8,both,78,search,1
02407,11,463.5,5.9,fashion,78,social,0
02408,6,2806.5,1.1,fashion,279,social,1
02409,0,3492.0,3.4,beauty,56,influencer,1
02413,10,1756.5,8.3,fashion,13,social,1
02414,6,4840.5,1.7,fashion,4,influencer,1
02415,2,3024.0,7.9,fashion,10,search,1
02416,13,678.0,4.7,fashion,2,search,0
02417,8,3502.5,0.7,beauty,29,search,1
02418,10,2497.5,6.4,beauty,71,search,1
02419,13,2887.5,3.5,beauty,41,social,1
02420,13,3459.0,6.1,fashion,147,influencer,1
02423,0,1621.5,6.4,both,15,search,0
02424,9,4479.0,5.7,fashion,88,social,0
02426,11,2661.0,6.4,fashion,45,search,1
02428,6,889.5,3.3,both,32,social,1
02429,9,1090.5,4.9,fashion,78,search,0
02430,12,520.5,6.5,fashion,33,social,1
02431,10,2827.5,7.5,fashion,81,search,0
02432,0,3226.5,2.9,beauty,24,crm,1
02433,3,4318.5,6.0,fashion,40,social,0
02434,9,2743.5,5.6,fashion,3,influencer,0
02436,2,2632.5,4.9,fashion,7,social,1
02437,10,2779.5,1.0,both,66,social,1
02438,6,1324.5,7.8,beauty,4,social,1
02439,4,4575.0,0.7,both,84,crm,0
02441,10,477.0,4.0,beauty,11,social,1
02442,2,2109.0,4.4,both,96,social,0
02443,10,5818.5,4.8,beauty,7,social,1
02444,5,1779.0,3.4,fashion,6,social,1
02446,1,2890.5,3.9,fashion,164,social,1
02447,2,2836.5,3.5,fashion,11,social,0
02448,3,4521.0,7.1,fashion,5,social,0
02449,5,5263.5,1.7,beauty,63,search,1
02450,10,1990.5,5.2,fashion,44,influencer,0
02451,0,2139.0,3.6,both,86,search,1
02452,14,1113.0,7.9,beauty,39,search,0
02453,14,1942.5,1.6,fashion,55,social,0
02454,5,4045.5,4.4,both,298,social,0
02456,7,1842.0,1.3,fashion,54,search,0
02458,7,1603.5,0.3,both,95,search,0
02460,12,2898.0,7.5,fashion,73,search,1
02464,9,1135.5,0.5,fashion,261,social,0
02465,1,1408.5,5.4,beauty,33,search,1
02467,14,3309.0,2.5,beauty,40,social,1
02468,4,6003.0,1.4,fashion,28,social,1
02469,5,2511.0,1.1,both,78,social,1
02470,8,1933.5,3.5,beauty,50,social,0
02471,11,5113.5,2.7,both,15,social,1
02473,6,1536.0,8.1,fashion,79,search,0
02474,4,2938.5,6.3,fashion,48,social,1
02476,6,1455.0,2.4,both,30,search,0
02477,7,3859.5,4.5,both,47,search,1
02479,11,1212.0,7.0,fashion,35,social,0
02480,0,1483.5,4.8,beauty,84,social,1
02481,9,4047.0,1.2,beauty,57,social,0
02482,10,2607.0,4.2,beauty,1,social,1
02483,10,1458.0,6.8,fashion,5,crm,1
02485,3,1513.5,7.2,beauty,236,social,1
02486,4,5527.5,3.5,fashion,1,social,0
02487,12,2577.0,0.6,beauty,88,influencer,0
02488,1,1576.5,5.8,fashion,59,search,1
02490,4,5928.0,8.0,fashion,87,search,0
02492,0,2514.0,6.0,fashion,98,social,1
02493,2,1807.5,0.1,beauty,28,influencer,1
02495,8,3621.0,0.9,both,21,influencer,1
02496,1,5553.0,7.5,both,223,crm,1
02499,11,4408.5,3.5,fashion,21,influencer,1
02500,9,2016.0,5.0,beauty,28,social,1
02501,3,2380.5,4.2,both,4,social,1
02502,4,3058.5,1.3,both,22,influencer,0
02505,11,4267.5,5.1,both,59,influencer,0
02506,9,1155.0,7.7,fashion,214,search,1
02507,3,5139.0,0.6,beauty,227,social,1
02510,7,1723.5,6.8,fashion,123,search,1
02512,14,852.0,3.9,fashion,60,crm,0
02513,13,1447.5,8.4,beauty,13,social,1
02514,13,5113.5,4.7,fashion,8,social,1
02515,14,783.0,6.4,beauty,13,social,0
02518,5,4953.0,5.1,beauty,86,influencer,1
02519,11,2370.0,5.7,fashion,52,social,1
02520,0,2280.0,7.8,fashion,24,social,1
02521,11,1633.5,0.3,beauty,79,social,0
02522,8,1854.0,6.7,beauty,38,social,1
02523,6,2155.5,4.9,both,223,social,0
02524,7,4983.0,5.2,fashion,15,influencer,1
02525,6,756.0,3.5,fashion,2,search,0
02528,6,1381.5,6.9,fashion,18,search,1
02529,6,2136.0,6.6,fashion,77,social,1
02530,1,2377.5,4.6,fashion,168,influencer,1
02531,1,1351.5,5.5,beauty,149,search,1
02534,1,2869.5,0.7,both,12,social,1
02536,0,1662.0,1.9,beauty,78,search,0
02537,8,4530.0,6.8,both,48,social,0
02538,10,2782.5,6.6,fashion,10,social,1
02539,7,652.5,0.4,beauty,23,influencer,1
02540,1,1690.5,8.9,beauty,135,social,1
02541,1,4258.5,1.5,fashion,9,social,0
02543,3,3844.5,1.8,both,33,social,0
02544,8,1269.0,6.9,fashion,1,search,0
02545,11,1774.5,4.7,fashion,15,social,1
02547,2,2380.5,3.3,fashion,3,influencer,1
02548,13,643.5,4.8,both,37,influencer,0
02549,14,1707.0,0.9,fashion,34,search,0
02550,7,1458.0,6.5,fashion,219,search,1
02551,5,3178.5,4.1,fashion,119,influencer,0
02552,7,2997.0,6.4,beauty,64,social,0
02553,9,1045.5,1.8,both,96,social,0
02554,11,3576.0,4.9,fashion,33,crm,0
02556,14,1503.0,0.7,both,61,social,1
02557,7,3256.5,2.1,fashion,24,search,0
02558,10,2835.0,4.4,fashion,11,social,1
02559,4,1110.0,4.5,fashion,3,social,1
02560,9,5892.0,4.9,both,17,search,1
02561,13,5818.5,4.4,fashion,24,social,1
02562,14,4488.0,3.4,both,50,influencer,0
02563,13,3576.0,4.6,fashion,3,search,0
02565,3,1366.5,2.1,fashion,30,social,0
02566,2,3310.5,3.3,both,19,influencer,1
02567,11,2998.5,6.7,fashion,1,crm,1
02568,8,3756.0,7.4,beauty,274,social,1
02570,6,1197.0,7.1,fashion,6,social,1
02571,6,2953.5,4.2,beauty,30,search,1
02572,5,3879.0,1.0,beauty,8,influencer,1
02573,8,5196.0,0.9,both,220,influencer,1
02575,13,4845.0,6.8,both,2,social,0
02577,6,2242.5,4.8,beauty,164,influencer,0
02578,8,3826.5,3.5,both,93,social,1
02579,14,2187.0,4.8,fashion,51,social,1
02580,5,1378.5,7.6,both,19,social,0
02581,9,2470.5,4.4,fashion,42,search,1
02582,1,3567.0,0.9,both,66,social,0
02585,8,697.5,6.5,both,166,influencer,1
02586,9,3051.0,1.5,both,94,search,0
02587,14,4252.5,1.1,fashion,41,search,1
02589,8,6013.5,5.3,beauty,204,social,1
02590,0,2524.5,6.0,fashion,72,social,0
02592,2,1750.5,3.1,fashion,23,crm,1
02593,13,667.5,0.8,beauty,90,influencer,0
02595,2,4191.0,1.8,both,5,influencer,0
02597,13,4000.5,3.4,beauty,25,social,0
02598,9,2772.0,2.6,both,222,social,1
02602,8,2128.5,3.0,beauty,16,social,1
02603,13,1132.5,5.0,both,21,influencer,1
02605,10,2557.5,9.1,both,5,social,1
02606,1,759.0,2.1,beauty,56,social,1
02607,0,1593.0,1.4,fashion,55,crm,1
02608,8,1414.5,4.5,beauty,38,search,0
02609,6,3369.0,3.3,fashion,1,search,0
02610,13,1951.5,3.1,both,46,influencer,0
02611,12,4494.0,9.1,fashion,47,social,1
